timestamp,cpu_percent,memory_rss_mb,open_fds,net_bytes_sent,net_bytes_recv
1773290900.6483228,0.0,74.61,10,0,0
1773290900.7494113,69.0,74.61,59,24666,21060
1773290900.849842,59.5,74.61,74,83499,196993
1773290900.9502199,39.8,74.61,62,124520,336803
1773290901.050557,29.9,74.61,70,176556,418077
1773290901.1519535,78.9,74.61,52,209920,857046
1773290901.2691305,49.0,74.61,52,224730,970518
1773290901.3696434,43.3,74.61,53,241593,1037671
1773290901.4708388,19.9,74.61,53,249570,1168398
1773290901.5712183,39.5,74.61,53,271330,2134725
1773290901.6719058,39.8,74.61,53,282950,2209532
1773290901.7723613,69.5,74.61,66,305038,2320253
1773290901.8727748,49.8,74.61,87,354167,2552550
1773290901.9732778,69.7,74.61,95,403320,3005393
1773290902.0740864,69.6,74.61,95,463502,3287676
1773290902.1744807,69.5,74.61,84,519416,3717500
1773290902.2751286,69.6,74.61,60,558915,4382631
1773290902.3754933,59.7,74.61,51,577658,4768760
1773290902.475842,29.9,74.61,45,603319,5156267
1773290902.5765023,19.9,74.61,41,614164,5228572
1773290902.6768548,29.9,74.61,38,627556,5453816
1773290902.7774131,10.0,74.61,38,635397,5470169
1773290902.8777924,9.9,74.61,32,640767,5555729
1773290902.9781802,10.0,74.61,30,646195,5668451
1773290903.07854,10.0,74.61,30,653188,5789719
1773290903.1796172,10.0,74.61,29,655797,5872651
1773290903.2807918,9.9,74.61,30,657902,5929566
1773290903.3819244,9.9,74.61,30,658387,5930968
1773290903.4824638,0.0,74.61,29,659102,5932266
1773290903.582929,0.0,74.61,29,659176,5932266
1773290903.6833742,19.9,74.61,29,661520,6029243
1773290903.7847664,39.8,74.61,29,663620,6148672
1773290903.8852136,9.9,74.61,29,664755,6149478
1773290903.985631,0.0,74.61,29,670440,6150969
1773290904.0866718,0.0,74.61,29,672112,6158235
1773290904.1878695,0.0,74.61,29,674054,6163129
1773290904.289014,0.0,74.61,29,674305,6163189
1773290904.390119,0.0,74.61,28,674473,6163331
1773290904.4911892,0.0,74.61,28,674473,6163331
1773290904.592357,0.0,74.61,28,675543,6163547
1773290904.693489,9.9,74.61,27,677160,6167120
1773290904.7946184,0.0,74.61,27,677288,6167602
1773290904.8957195,0.0,74.61,27,677436,6167602
1773290904.9968374,0.0,74.61,27,677436,6168946
1773290905.0975797,0.0,74.61,27,677436,6170642
1773290905.1986845,0.0,74.61,27,677436,6170642
1773290905.2997887,9.9,74.61,27,677436,6170642
1773290905.4001873,0.0,74.61,27,678022,6170642
1773290905.5012822,0.0,74.61,27,678799,6173284
1773290905.602401,0.0,74.61,27,678973,6179960
1773290905.7035115,0.0,74.61,27,679039,6179960
1773290905.8039699,9.9,74.61,27,680043,6184995
1773290905.9050374,0.0,74.61,26,680443,6185118
1773290906.0061467,0.0,74.61,23,680619,6185340
1773290906.1072154,9.9,74.61,23,680870,6185340
1773290906.2083538,0.0,74.61,23,680870,6185340
1773290906.309463,0.0,74.61,23,681121,6185340
1773290906.4105623,0.0,74.61,23,681231,6185340
1773290906.5116725,0.0,74.61,23,681231,6185340
1773290906.612774,0.0,74.61,23,684539,6187305
1773290906.713214,0.0,74.61,23,688879,6194232
1773290906.8142025,0.0,74.61,23,692760,6196485
1773290906.9146492,0.0,74.61,23,695220,6221942
1773290907.0153081,0.0,74.61,23,700778,6277162
1773290907.1158621,0.0,74.61,23,702028,6286036
1773290907.2169483,0.0,74.61,21,702028,6286156
1773290907.3180423,9.9,74.61,21,702280,6286216
