timestamp,cpu_percent,memory_rss_mb,open_fds,net_bytes_sent,net_bytes_recv
1773187638.4369366,0.0,168.0,9,0,0
1773187638.5373783,39.9,168.0,18,7519,7312
1773187638.638316,39.7,168.0,20,18418,59935
1773187638.739279,49.6,168.0,23,26624,86972
1773187638.8404033,29.7,168.0,26,29317,123153
1773187638.9412744,19.8,168.0,28,32995,181591
1773187639.0416973,49.6,168.0,28,42933,295084
1773187639.1428065,29.8,168.0,29,49570,399926
1773187639.243303,79.2,168.0,29,56062,726195
1773187639.343681,49.8,168.0,29,65227,1019701
1773187639.4445934,29.9,168.0,28,71182,1101907
1773187639.5501378,95.1,168.0,30,78273,1377631
1773187639.6515832,19.6,168.0,30,87156,1427858
1773187639.7520351,59.5,168.0,29,95425,1526103
1773187639.8524637,10.0,168.0,29,102615,1537071
1773187639.953584,29.9,168.0,28,106835,1557327
1773187640.0541334,59.3,168.0,30,112352,1685829
1773187640.1718943,64.3,168.0,28,119915,1798929
1773187640.2723877,36.6,168.0,29,128758,1919132
1773187640.3968225,46.1,168.0,29,133005,1982997
1773187640.4971423,42.9,168.0,29,140632,2139719
1773187640.5975058,29.9,168.0,31,145754,2155506
1773187640.7115796,47.4,168.0,30,155948,2438852
1773187640.8127513,36.7,168.0,29,170717,2887278
1773187640.9157665,69.1,168.0,29,177547,2943702
1773187641.0172532,29.1,168.0,28,181513,2965972
1773187641.1180959,49.3,168.0,30,185585,3001470
1773187641.2185845,69.4,168.0,28,194867,3157050
1773187641.3453364,71.0,168.0,29,202797,3617397
1773187641.4457772,26.2,168.0,29,210889,3663017
1773187641.5527546,37.9,168.0,30,214602,3820798
1773187641.6532333,68.7,168.0,28,223054,4184339
1773187641.7537165,19.9,168.0,29,230576,4211488
1773187641.854462,19.9,168.0,28,235344,4252679
1773187641.955073,29.8,168.0,30,238904,4285188
1773187642.0554714,29.8,168.0,30,243265,4388457
1773187642.1560152,49.8,168.0,29,251880,4720492
1773187642.2563865,49.7,168.0,29,262375,5365905
