timestamp,cpu_percent,memory_rss_mb,open_fds,net_bytes_sent,net_bytes_recv
1773187837.6071963,0.0,206.62,7,0,0
1773187837.7075768,59.8,158.28,31,8458,7185
1773187837.8078902,29.9,158.28,59,35307,49827
1773187837.9082475,29.9,158.28,69,62779,152490
1773187838.0086591,59.8,158.28,73,81523,258172
1773187838.1091845,39.8,158.28,61,112134,378741
1773187838.2096071,79.6,158.28,43,136112,598655
1773187838.3102627,19.9,158.28,37,152085,664786
1773187838.4163556,38.4,158.28,33,165054,705739
1773187838.5185418,58.5,158.28,34,177437,729095
1773187838.619088,68.5,158.28,40,198706,832757
1773187838.7213018,58.8,158.28,50,218460,916196
1773187838.8218622,19.9,158.28,55,229849,989827
1773187838.9226236,59.6,158.28,64,245560,1042458
1773187839.0229821,39.7,158.28,63,264005,1166918
1773187839.1264095,69.7,158.28,57,280817,1309171
1773187839.2269204,58.0,158.28,56,296683,1454573
1773187839.327581,29.8,158.28,56,308688,1600806
1773187839.4280112,29.8,158.28,56,321241,1854312
1773187839.5294273,39.8,158.28,58,346317,2708680
1773187839.6297653,49.3,158.28,64,371322,2961002
1773187839.7302313,29.9,158.28,65,400042,3069143
1773187839.832094,39.8,158.28,64,422539,3135558
1773187839.9325118,78.6,158.28,77,454285,3202105
1773187840.0330415,69.7,158.28,73,503425,3404976
1773187840.1334605,59.8,158.28,62,540435,3590588
1773187840.233897,29.9,158.28,50,563444,3780032
1773187840.3343868,59.8,158.28,47,576137,3892137
1773187840.434871,39.8,158.28,45,587654,3932227
1773187840.5355442,29.9,158.28,41,594566,3990126
1773187840.6359823,49.7,158.28,38,603416,4186836
1773187840.737088,29.8,158.28,34,610407,4234726
1773187840.837568,39.6,158.28,30,617180,4368542
1773187840.938699,19.9,158.28,31,621367,4448162
1773187841.0393841,49.5,158.28,28,625599,4526613
1773187841.1404965,29.8,158.28,27,627040,4563575
1773187841.241632,0.0,158.28,27,627505,4564662
1773187841.3427744,9.9,158.28,27,628244,4571845
1773187841.4439204,0.0,158.28,27,628244,4571968
1773187841.545054,9.9,158.28,26,628836,4573771
1773187841.6461468,0.0,158.28,26,628836,4573831
1773187841.747285,39.6,158.28,26,631146,4786084
1773187841.848438,0.0,158.28,26,631146,4786084
1773187841.9495745,0.0,158.28,26,631471,4786204
1773187842.0506995,9.9,158.28,27,631779,4787200
1773187842.1511745,0.0,158.28,27,634193,4793614
1773187842.251744,0.0,158.28,27,634399,4797115
1773187842.3528755,9.9,158.28,27,635122,4797453
1773187842.4540431,0.0,158.28,26,635193,4797830
1773187842.5545626,0.0,158.28,26,636048,4816700
1773187842.6556747,0.0,158.28,26,636620,4842327
1773187842.7568202,9.9,158.28,26,636686,4843115
1773187842.857504,0.0,158.28,26,637676,4883561
1773187842.958045,0.0,158.28,26,637750,4883561
1773187843.059127,0.0,158.28,26,637750,4883561
1773187843.160273,0.0,158.28,24,638453,4884201
1773187843.2614195,0.0,158.28,23,638453,4884201
1773187843.362559,9.9,158.28,23,638863,4884594
1773187843.4630623,9.9,158.28,22,639752,4888355
1773187843.5635238,0.0,158.28,22,639862,4888355
1773187843.6646771,0.0,158.28,21,640533,4889250
1773187843.765797,0.0,158.28,21,640784,4889250
1773187843.866912,0.0,158.28,21,640850,4889316
1773187843.9680233,0.0,158.28,21,640850,4889316
1773187844.0691295,0.0,158.28,21,640850,4889316
1773187844.1702514,0.0,158.28,21,640916,4889442
1773187844.2713778,0.0,158.28,21,640916,4889442
1773187844.37246,9.9,158.28,21,640916,4889442
1773187844.47354,0.0,158.28,21,641112,4889693
1773187844.5744793,0.0,158.28,20,641178,4889693
1773187844.6756756,0.0,158.28,20,641650,4890135
1773187844.7768826,0.0,158.28,20,641650,4890135
1773187844.8780348,0.0,158.28,20,641650,4890199
1773187844.9791806,0.0,158.28,20,641650,4890199
1773187845.0797539,0.0,158.28,20,641716,4890265
1773187845.1808727,0.0,158.28,19,641716,4890325
1773187845.2820117,9.9,158.28,18,642443,4890391
