timestamp,cpu_percent,memory_rss_mb,open_fds,net_bytes_sent,net_bytes_recv
1773186057.9455104,0.0,204.91,10,0,0
1773186058.0587275,79.1,204.91,50,18920,18005
1773186058.1617014,87.5,204.91,73,66819,178944
1773186058.283565,54.6,204.91,65,102851,746203
1773186058.3841496,105.3,204.91,63,136389,884328
1773186058.4858606,59.4,204.91,46,175414,1027858
1773186058.586273,59.4,204.91,47,209656,1271264
1773186058.6871479,39.8,204.91,52,225545,1484479
1773186058.7875314,69.4,204.91,53,236470,1901743
1773186058.887915,29.9,204.91,54,253096,2059932
1773186058.9884155,59.7,204.91,53,273232,2544302
1773186059.0895834,29.9,204.91,60,289763,2883805
1773186059.1909535,39.4,204.91,65,303619,2955274
1773186059.3017292,57.0,204.91,66,318687,3187681
1773186059.4095666,64.7,204.91,66,341844,4373782
1773186059.5967946,163.0,204.91,69,357373,4714244
1773186059.6973233,50.9,204.91,74,390305,4792633
1773186059.8008714,87.9,204.91,81,431090,5255638
1773186059.901701,98.4,204.91,82,457820,5474837
1773186060.0022137,79.3,204.91,83,501445,5739237
1773186060.1032057,99.3,204.91,83,551490,6191485
1773186060.2043548,89.4,204.91,70,585676,6758075
1773186060.3081605,95.6,204.91,64,608237,7110801
1773186060.4086134,59.7,204.91,60,632299,7440596
1773186060.5349622,92.1,204.91,50,652293,8258183
1773186060.6468625,95.4,204.91,44,659810,8738450
1773186060.749975,84.2,204.91,41,670907,9211302
1773186060.8581338,92.6,204.91,40,673866,9387310
1773186060.9609036,97.7,204.91,33,680230,9835778
1773186061.0614815,49.5,204.91,30,684886,10054611
1773186061.1987836,94.6,204.91,31,690219,10483049
1773186061.299652,0.0,204.91,30,691763,10487670
1773186061.4039729,49.5,204.91,31,693858,10522293
1773186061.5044866,38.4,204.91,30,697565,10673648
1773186061.6055841,0.0,204.91,29,698327,10673934
1773186061.7067423,9.9,204.91,28,698393,10674000
1773186061.8074121,0.0,204.91,28,698525,10677499
1773186061.908536,0.0,204.91,27,698619,10677761
1773186062.0089858,9.9,204.91,27,699015,10737190
1773186062.110083,0.0,204.91,27,699015,10737190
1773186062.2111857,0.0,204.91,27,699089,10737190
1773186062.3123689,0.0,204.91,26,699229,10737562
1773186062.4135265,0.0,204.91,26,699474,10737562
1773186062.514701,0.0,204.91,26,699474,10737562
1773186062.6158652,9.9,204.91,25,699593,10737814
1773186062.716943,9.9,204.91,25,699593,10737814
1773186062.8180645,0.0,204.91,25,699593,10737814
1773186062.9191668,0.0,204.91,25,700024,10738134
1773186063.020337,0.0,204.91,25,700134,10738290
1773186063.121484,0.0,204.91,25,700134,10738290
1773186063.2226207,0.0,204.91,25,700134,10738290
1773186063.3237886,0.0,204.91,24,700208,10738413
1773186063.4249492,9.9,204.91,24,700368,10738486
1773186063.5260916,0.0,204.91,24,700986,10739247
1773186063.627243,0.0,204.91,23,702505,10741284
1773186063.7284055,0.0,204.91,21,703100,10741962
1773186063.829543,0.0,204.91,21,703100,10742082
1773186063.9306626,9.9,204.91,21,703596,10742642
1773186064.0318613,0.0,204.91,21,703596,10742702
1773186064.1329918,0.0,204.91,21,703596,10742702
1773186064.2341413,0.0,204.91,21,703841,10742702
1773186064.3344963,0.0,204.91,21,704354,10742768
1773186064.435725,0.0,204.91,21,705992,10743953
1773186064.536879,0.0,204.91,21,706055,10744082
1773186064.6380181,0.0,204.91,21,706055,10744082
1773186064.7386327,0.0,204.91,20,706281,10746036
1773186064.8397563,0.0,204.91,19,707006,10746288
1773186064.9403,0.0,204.91,19,707712,10750553
1773186065.0414433,9.9,204.91,18,708068,10751044
1773186065.1425343,0.0,204.91,18,708068,10751110
1773186065.2436042,0.0,204.91,18,708068,10751278
1773186065.3447828,0.0,204.91,17,708205,10752118
1773186065.4459383,9.9,204.91,16,708271,10752118
1773186065.547072,0.0,204.91,15,708508,10752452
1773186065.6475465,0.0,204.91,15,708508,10752452
1773186065.7486331,0.0,204.91,15,709223,10752592
1773186065.8497586,0.0,204.91,15,709277,10752778
1773186065.9501956,9.9,204.91,15,709861,10756286
1773186066.0513062,0.0,204.91,15,709861,10756286
1773186066.1524322,0.0,204.91,15,709927,10757008
1773186066.2535539,0.0,204.91,15,710067,10757137
1773186066.3546686,0.0,204.91,15,710067,10757137
1773186066.4558082,0.0,204.91,15,710319,10757137
1773186066.5565782,9.9,204.91,15,710482,10757296
1773186066.6576948,0.0,204.91,15,710482,10757296
1773186066.758812,0.0,204.91,15,710482,10757296
1773186066.8599355,0.0,204.91,15,710482,10757296
1773186066.961135,0.0,204.91,15,710890,10772522
1773186067.062182,0.0,204.91,15,710890,10772642
1773186067.170762,9.8,204.91,12,711142,10777302
