timestamp,cpu_percent,memory_rss_mb,open_fds,net_bytes_sent,net_bytes_recv
1773184698.0700192,0.0,35.36,8,0,0
1773184698.1710312,97.6,39.56,8,0,0
1773184698.2717264,0.0,40.29,8,284,248
1773184698.3728313,9.9,40.52,8,1222,780
1773184698.4740381,19.8,40.98,9,2452,4978
1773184698.5745564,19.8,41.05,9,3758,12162
1773184698.6756768,0.0,41.05,9,3868,12318
1773184698.7769,9.9,41.1,10,5880,19318
1773184698.8773618,9.9,41.14,11,7331,21055
1773184698.977726,0.0,41.17,11,7912,24933
1773184699.0782397,0.0,41.19,11,8119,30842
1773184699.1794164,10.0,41.77,12,10509,63796
1773184699.2802632,9.9,41.79,13,11734,71379
1773184699.380957,0.0,41.8,13,13556,77868
1773184699.4821084,9.9,41.84,13,13754,80792
1773184699.583325,9.9,41.86,14,15246,81846
1773184699.684468,9.9,41.88,14,16920,88155
1773184699.78564,9.9,41.91,14,18588,92587
1773184699.8868577,9.9,41.95,14,18850,93438
1773184699.988069,9.9,41.97,15,20335,95421
1773184700.0893104,19.8,42.03,15,21644,107648
1773184700.190427,9.9,42.07,16,22772,110182
1773184700.291524,0.0,42.07,16,22772,110302
1773184700.392743,0.0,42.07,16,22772,110302
1773184700.4936657,9.9,42.09,16,24047,121228
1773184700.5941,0.0,42.11,16,25263,122670
1773184700.6952977,0.0,42.11,16,25263,122670
1773184700.7965512,9.9,42.37,16,25923,161064
1773184700.897737,39.5,42.96,17,29002,229181
1773184700.9989622,19.8,42.97,18,29976,239658
1773184701.1000962,0.0,42.97,18,30700,240814
1773184701.201306,0.0,42.97,18,30700,240814
1773184701.3024817,9.9,42.98,18,31423,241131
1773184701.4034936,9.9,42.99,18,32919,249125
1773184701.504676,9.9,43.04,19,33634,254489
1773184701.6055048,0.0,43.04,19,36078,254887
1773184701.706048,0.0,43.04,19,37014,260792
1773184701.807182,0.0,43.04,19,37014,260912
1773184701.9083917,9.9,43.04,19,37474,262492
1773184702.009612,19.8,43.2,20,39020,277299
1773184702.1133127,19.5,43.29,20,39800,293115
1773184702.2137294,39.1,42.82,21,41758,352806
1773184702.314246,0.0,42.83,21,43337,357341
1773184702.4154217,9.9,42.83,22,44191,358735
1773184702.5165677,0.0,42.83,22,44233,358795
1773184702.6170568,0.0,42.83,22,44233,359157
1773184702.7181776,0.0,42.84,22,45538,363374
1773184702.819331,0.0,42.84,22,45604,363440
1773184702.9217365,39.6,43.5,22,48046,448352
1773184703.022895,29.3,45.48,23,49802,513794
1773184703.124022,9.9,45.48,23,51881,519340
1773184703.2251546,9.9,45.49,24,52484,520968
1773184703.326292,9.9,45.49,24,52777,523501
1773184703.4274874,0.0,45.49,24,52777,523501
1773184703.5278733,0.0,45.49,24,68324,523805
1773184703.6290653,19.9,45.5,24,74463,597435
1773184703.7299252,9.9,45.52,24,76685,604251
1773184703.831047,9.9,45.53,24,77847,608550
1773184703.9321659,19.8,45.55,23,78829,621010
1773184704.0333428,0.0,45.55,23,78829,621010
1773184704.1344693,0.0,45.55,23,78829,621010
1773184704.235628,0.0,45.55,23,79552,621084
1773184704.3367784,9.9,45.55,22,80760,627575
1773184704.4372542,0.0,45.55,22,81188,628489
1773184704.5383422,0.0,45.55,22,81298,628645
1773184704.6394835,9.9,45.57,22,82021,628719
1773184704.7406335,19.8,45.59,22,82995,634731
1773184704.8418286,39.5,45.59,22,85643,639049
1773184704.9429712,9.9,45.59,22,86568,641086
1773184705.0440974,0.0,45.59,22,86832,641086
1773184705.1445487,9.9,45.6,20,87698,651247
1773184705.245652,10.0,45.6,20,89145,655048
1773184705.3467722,19.8,45.6,21,89900,657715
1773184705.4472647,9.9,45.6,21,157516,669955
1773184705.548325,0.0,45.6,21,157679,670696
1773184705.6494696,0.0,45.6,21,157679,670916
1773184705.7505581,9.9,45.6,21,158534,671737
1773184705.852842,9.8,45.6,22,160512,677795
1773184705.9540064,19.7,45.6,21,162016,682207
1773184706.0551507,29.6,45.64,21,162638,756769
1773184706.1563108,0.0,45.64,21,163194,757655
1773184706.257444,0.0,45.64,21,163194,757839
1773184706.358581,9.9,45.64,22,163268,759253
1773184706.4611852,9.8,45.64,22,164884,766457
1773184706.5618873,9.9,45.64,22,166684,767402
1773184706.663078,9.9,45.64,22,167763,778528
1773184706.7642884,0.0,45.64,22,170017,780489
1773184706.8654304,9.9,45.64,22,170281,784001
1773184706.9665751,0.0,45.64,22,171004,784413
1773184707.0673492,9.9,45.64,22,171882,789577
1773184707.1685166,29.8,45.64,22,174362,832020
1773184707.2696688,9.9,45.64,22,176391,834007
1773184707.3701365,29.7,45.65,22,178782,908977
1773184707.4713507,9.9,45.66,22,179891,912339
1773184707.5717666,0.0,45.66,22,179891,912339
1773184707.6728692,0.0,45.66,22,180054,912498
1773184707.7739928,0.0,45.66,22,180054,912498
1773184707.875136,9.9,45.66,22,181789,930528
1773184707.9763005,9.9,45.66,23,183257,936399
1773184708.077446,0.0,45.66,23,183257,936399
1773184708.178525,9.9,45.66,23,183257,936399
1773184708.2796674,9.9,45.66,23,184494,940290
1773184708.3801224,9.9,45.66,22,184964,942769
1773184708.481197,0.0,45.66,22,185350,943327
1773184708.5823166,0.0,45.66,22,185350,943327
1773184708.6831868,9.8,45.67,22,186595,948575
1773184708.7857866,9.9,45.68,22,187868,1049819
1773184708.8869367,29.3,45.69,22,189110,1096918
1773184708.9880714,0.0,45.69,22,189759,1096992
1773184709.0885286,9.9,45.69,22,190354,1101640
1773184709.1888635,0.0,45.69,22,190814,1103026
1773184709.2892485,0.0,45.7,22,192804,1108172
1773184709.3896117,10.0,45.7,21,194215,1111081
1773184709.4900284,0.0,45.7,21,195537,1111884
1773184709.5905752,0.0,45.7,21,195999,1112166
1773184709.6910503,0.0,45.7,21,202951,1119181
1773184709.792135,0.0,45.7,21,203386,1121505
1773184709.892743,0.0,45.7,21,203496,1121727
1773184709.9934037,0.0,45.7,21,203496,1121727
1773184710.0945265,0.0,45.7,21,203496,1121727
1773184710.1956522,9.9,45.7,21,203606,1121727
1773184710.2960923,0.0,45.81,21,204228,1149326
1773184710.3964987,10.0,45.81,21,205397,1150196
1773184710.4975698,10.0,45.82,21,206697,1155022
1773184710.5996077,19.8,45.82,21,208310,1159536
1773184710.7007318,0.0,45.82,21,208310,1159536
1773184710.8012261,9.9,45.82,21,209432,1230288
1773184710.9023721,10.0,45.82,21,212721,1300928
1773184711.003529,29.7,45.82,22,214602,1306550
1773184711.1046724,9.9,45.82,23,215242,1309199
1773184711.2058198,0.0,45.82,23,215242,1309853
1773184711.3069522,0.0,45.82,23,215242,1310520
1773184711.4073555,9.9,45.82,23,216939,1315286
1773184711.5079148,0.0,45.82,23,217421,1315892
1773184711.6090407,0.0,45.82,23,217421,1315892
1773184711.7101772,9.9,45.82,23,218810,1316032
1773184711.8106265,9.9,45.82,23,219406,1319361
1773184711.9117713,9.9,45.82,22,221939,1328972
1773184712.0123386,9.9,45.84,23,228327,1382477
1773184712.1155462,29.2,45.84,23,230226,1388091
1773184712.2166724,0.0,45.84,23,230890,1388731
1773184712.3177946,9.9,45.84,23,230890,1388791
1773184712.4189186,0.0,45.84,23,231613,1388985
1773184712.5200512,9.9,45.84,23,232141,1392200
1773184712.6211848,9.9,45.86,23,233159,1403712
1773184712.7215781,9.9,45.86,23,234771,1408903
1773184712.8227706,0.0,45.86,23,234969,1409397
1773184712.9239452,9.9,45.86,23,235837,1411075
1773184713.0250826,9.9,45.86,23,237088,1416134
1773184713.1261907,19.8,45.86,23,238685,1447131
1773184713.22736,9.9,45.86,23,239843,1451011
1773184713.3320398,0.0,45.87,24,240111,1454788
1773184713.4323428,9.6,45.87,24,241892,1459314
1773184713.533739,0.0,45.87,24,243727,1465436
1773184713.6349046,29.6,45.87,25,245019,1493690
1773184713.7353787,0.0,45.87,25,245019,1493690
1773184713.8364983,0.0,45.87,25,245019,1493690
1773184713.937602,19.8,45.88,25,246195,1496407
1773184714.0387685,9.9,45.88,25,247089,1499050
1773184714.139905,9.9,45.88,25,247089,1499050
1773184714.2410312,0.0,45.88,25,247089,1499050
1773184714.3421648,0.0,45.88,25,247788,1500192
1773184714.4427588,9.9,45.88,25,248335,1502540
