timestamp,cpu_percent,memory_rss_mb,open_fds,net_bytes_sent,net_bytes_recv
1773187829.5625267,0.0,178.34,8,0,0
1773187829.6631076,59.7,178.34,36,11920,11484
1773187829.7639565,39.6,178.34,74,53411,91183
1773187829.8645544,59.7,178.34,65,89756,464212
1773187829.9735427,84.4,178.34,69,114322,847011
1773187830.0738833,77.7,178.34,43,157569,981268
1773187830.1743526,39.8,178.34,37,183380,1047673
1773187830.2782104,68.0,178.34,44,207621,1205448
1773187830.3790073,39.5,178.34,45,219368,1487672
1773187830.4824812,89.2,178.34,49,227679,1954591
1773187830.5830147,19.3,178.34,47,241122,1985106
1773187830.6856775,69.6,178.34,48,261584,2451200
1773187830.7895467,38.9,178.34,59,278159,2860235
1773187830.8911362,57.7,178.34,63,292410,2936514
1773187830.9916296,59.1,178.34,72,306465,3087572
1773187831.0925674,89.6,178.34,69,328644,3435906
1773187831.1931055,59.5,178.34,64,353759,4316303
1773187831.3723905,88.2,178.34,65,369221,4822691
1773187831.4729114,90.0,178.34,81,404365,5102114
1773187831.5746946,88.3,178.34,84,437620,5300907
1773187831.6751342,79.7,178.34,83,483919,5531044
1773187831.7922657,100.2,178.34,74,522711,6057602
1773187831.8929372,83.5,178.34,80,560316,6335490
1773187831.9939635,88.9,178.34,66,595146,6813589
1773187832.1048512,99.1,178.34,59,613650,7303067
1773187832.2390783,74.8,178.34,53,636241,8151916
1773187832.3479936,105.4,178.34,51,645057,8503552
1773187832.4484527,77.1,178.34,45,656272,8619234
1773187832.5594018,37.5,178.34,40,666730,9065644
1773187832.66343,83.8,178.34,37,672661,9343528
1773187832.770117,27.9,178.34,36,676656,9500517
1773187832.8705926,69.6,183.18,33,682026,9680801
1773187833.0277474,83.3,206.62,31,690967,10254973
1773187833.1286705,21.8,206.62,31,693644,10260621
1773187833.2293026,49.6,206.62,29,698170,10510275
1773187833.3297253,49.7,206.62,27,704000,10668353
1773187833.4308484,0.0,206.62,27,705011,10672058
1773187833.5319698,19.8,206.62,27,705143,10674518
1773187833.6330867,0.0,206.62,27,705428,10675525
1773187833.734175,0.0,206.62,27,705428,10675525
1773187833.8353484,0.0,206.62,27,706105,10675767
1773187833.9364762,0.0,206.62,27,706105,10675767
1773187834.0376034,0.0,206.62,27,706179,10675767
1773187834.1387343,0.0,206.62,27,706179,10675767
1773187834.2398694,0.0,206.62,27,706319,10675833
1773187834.3408225,9.9,206.62,27,706533,10676863
1773187834.4419596,0.0,206.62,27,707879,10678025
1773187834.5452585,0.0,206.62,27,708085,10678313
1773187834.6464107,9.7,206.62,27,708668,10678313
1773187834.747596,0.0,206.62,27,709058,10681754
1773187834.848736,9.9,206.62,27,709132,10681754
1773187834.9498596,9.9,206.62,25,709538,10682261
1773187835.0509875,0.0,206.62,24,710243,10683075
1773187835.1521425,9.9,206.62,23,711524,10699869
1773187835.252571,9.9,206.62,21,714092,10717199
1773187835.3536537,0.0,206.62,19,714686,10718022
1773187835.4541004,0.0,206.62,19,715068,10718673
1773187835.5546098,0.0,206.62,18,715290,10719128
1773187835.6557093,0.0,206.62,17,715964,10719500
1773187835.7568345,0.0,206.62,17,717448,10720177
1773187835.8580225,0.0,206.62,17,717646,10724172
1773187835.960621,0.0,206.62,17,718295,10724246
1773187836.0617535,9.8,206.62,17,718295,10724246
1773187836.1629393,0.0,206.62,17,718776,10724860
1773187836.2640765,9.9,206.62,16,719536,10728524
1773187836.365154,0.0,206.62,16,719536,10728524
1773187836.4662597,0.0,206.62,16,719668,10729372
1773187836.5673878,0.0,206.62,15,719800,10729438
1773187836.668475,0.0,206.62,15,719800,10729438
1773187836.769651,0.0,206.62,15,719800,10729624
1773187836.8707578,9.9,206.62,15,719866,10729690
1773187836.9718769,0.0,206.62,13,719976,10729690
1773187837.0729735,9.9,206.62,13,719976,10729690
1773187837.1740704,0.0,206.62,13,719976,10729690
1773187837.2751384,0.0,206.62,13,719976,10729690
1773187837.3762362,0.0,206.62,13,719976,10729792
1773187837.477371,0.0,206.62,12,720875,10745055
1773187837.5784755,0.0,206.62,12,720875,10745121
