timestamp,cpu_percent,memory_rss_mb,open_fds,net_bytes_sent,net_bytes_recv
1773171704.9717662,0.0,59.38,223,0,0
1773171705.09243,25.0,58.21,230,10726,11570
1773171705.2011464,0.0,58.25,230,22218,21277
1773171705.3102634,0.0,58.25,230,25740,25684
1773171705.4176536,0.0,58.25,230,26692,28037
1773171705.5257604,0.0,58.25,230,29738,29643
1773171705.6344268,0.0,58.25,230,30548,31861
1773171705.7556634,14.3,58.25,230,34514,35887
1773171705.869209,0.0,58.25,230,38242,38787
1773171705.9768977,14.2,58.25,230,41764,40663
1773171706.0842838,0.0,58.25,230,42304,42969
1773171706.2078705,33.2,58.25,230,45762,45179
1773171706.320252,25.0,58.25,230,46508,49152
1773171706.4399996,12.5,58.25,230,50506,54814
1773171706.5467136,14.3,58.25,230,53012,56292
1773171706.6663952,0.0,58.31,230,55738,59210
1773171706.7792957,0.0,58.31,230,56150,59512
1773171706.9137115,0.0,58.31,230,58464,60386
1773171707.0386624,0.0,58.31,230,61208,62682
1773171707.152292,0.0,58.31,230,63952,64253
1773171707.2771318,12.5,58.31,230,66678,66627
1773171707.3957448,0.0,58.31,230,68992,67501
1773171707.5098488,0.0,58.31,230,69404,69431
1773171707.6154726,0.0,58.31,230,74622,71833
1773171707.7287185,0.0,58.31,230,75098,73493
1773171707.851813,0.0,58.31,230,76050,74715
1773171707.9905264,0.0,58.31,230,76462,75863
1773171708.1135945,11.1,58.31,230,76462,76011
1773171708.2199347,0.0,58.31,230,76874,76455
1773171708.3323462,0.0,58.31,230,76874,76831
1773171708.455937,12.5,58.31,230,77286,78230
1773171708.577275,0.0,58.31,230,77492,78646
1773171708.6980891,0.0,58.31,230,77492,78646
1773171708.8234255,0.0,58.31,230,77698,79186
1773171708.9351592,0.0,58.31,230,77904,80422
1773171709.058274,0.0,58.31,230,77904,81320
1773171709.1827643,12.5,58.31,230,78316,81668
1773171709.304868,0.0,58.31,230,78316,83366
1773171709.4121315,0.0,58.31,230,78522,83739
1773171709.5254736,0.0,58.31,230,78522,84197
1773171709.645008,0.0,58.31,230,78522,84197
1773171709.759412,0.0,58.31,230,80096,87460
1773171709.8855588,0.0,58.31,230,80778,90236
1773171710.0100806,0.0,58.31,230,80778,90428
1773171710.149927,0.0,58.31,230,81048,91064
1773171710.269697,0.0,56.53,221,81460,92422
1773171710.3793325,0.0,58.09,230,477500,109352
1773171710.4945717,0.0,58.09,230,479166,112582
1773171710.617098,12.5,58.09,230,480832,115347
1773171710.735741,0.0,58.09,230,481546,118282
1773171710.8453596,0.0,58.09,230,483212,120144
1773171710.959207,42.6,58.09,230,484402,122391
1773171711.0692406,0.0,58.09,230,485830,124157
1773171711.1874032,0.0,58.09,230,486782,125972
1773171711.3071563,0.0,58.09,230,489020,128804
1773171711.4194305,0.0,58.09,229,490718,132705
1773171711.5455713,0.0,58.09,229,492384,135252
1773171711.669535,12.5,58.09,230,493162,136347
1773171711.7893593,0.0,58.09,230,493162,136347
1773171711.8949368,0.0,58.09,230,493162,136347
1773171712.023329,0.0,58.09,230,493162,136347
1773171712.146791,12.5,58.09,230,493162,136347
1773171712.2694137,12.5,58.09,230,493162,137320
1773171712.3817623,12.5,58.09,230,493162,138197
1773171712.515607,0.0,58.09,230,493702,140167
1773171712.6325448,12.5,58.09,230,493702,140167
1773171712.7517653,12.5,58.09,230,493702,141472
1773171712.8596241,14.2,58.09,230,493702,141472
1773171712.9693074,0.0,58.09,230,494178,141838
1773171713.0997999,14.2,58.09,230,494590,146246
1773171713.237382,22.3,58.09,230,494796,146246
1773171713.3779004,0.0,58.09,230,494796,146246
1773171713.4968991,11.2,58.09,230,494796,146246
1773171713.6042998,0.0,58.09,230,494796,146996
1773171713.7137613,0.0,58.09,230,495208,148176
1773171713.8222508,0.0,58.09,230,495414,148176
1773171713.9300659,0.0,58.09,230,495414,148176
1773171714.0385933,0.0,58.09,230,495414,148176
1773171714.162945,0.0,58.09,230,495414,148176
1773171714.2912822,0.0,58.09,230,495414,148176
1773171714.3987932,0.0,58.09,230,495684,149529
1773171714.5110054,0.0,58.09,230,495684,149529
1773171714.6428988,0.0,58.09,230,495684,149831
1773171714.7701972,0.0,58.09,230,495954,150197
1773171714.877754,12.5,58.09,230,495954,150261
1773171714.9862287,0.0,58.09,230,497144,151725
1773171715.0961525,0.0,58.09,230,497144,151725
1773171715.2034328,0.0,58.09,230,497144,151725
1773171715.3173928,0.0,58.09,230,497144,151725
1773171715.4368963,12.5,58.09,230,497144,151725
1773171715.5566707,0.0,58.09,230,497144,151725
1773171715.6724992,12.5,58.09,230,497144,151725
1773171715.812871,0.0,58.09,230,497144,151725
1773171715.9541173,0.0,58.09,230,497144,151725
1773171716.0718725,0.0,58.09,230,497144,151725
1773171716.1802132,0.0,58.09,230,497144,151725
1773171716.2940931,0.0,58.09,230,497144,151725
1773171716.4133031,0.0,58.09,226,497144,151725
1773171716.54014,16.6,57.54,226,499794,155083
1773171716.6628773,33.2,56.3,224,503666,160957
1773171716.7744088,0.0,56.86,221,503666,161753
1773171716.8998618,0.0,56.86,221,503666,161753
1773171717.0182405,0.0,56.86,221,503666,161753
1773171717.125887,0.0,56.86,221,503666,161834
1773171717.2352397,14.2,56.86,221,503666,161834
1773171717.347317,0.0,56.86,221,503666,162488
